name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-241 c,1670,7.13 Earths,15.708,2014
Kepler-242 b,1958,7.32 Earths,15.489,2014
Kepler-242 c,1958,4.66 Earths,15.489,2014
Kepler-243 b,2263,6.57 Earths,15.159,2014
Kepler-243 c,2263,4.62 Earths,15.159,2014
Kepler-244 b,3381,8.05 Earths,15.747,2014
Kepler-244 c,3381,4.86 Earths,15.747,2014
Kepler-244 d,3381,15.2 Earths,15.747,2014
Kepler-245 b,2810,7.13 Earths,15.546,2014
Kepler-245 c,2810,0.71 Jupiters,15.546,2014
Kepler-245 d,2810,21.6 Earths,15.546,2014
Kepler-245 e,2810,3.71 Earths,15.546,2016
Kepler-246 b,2042,6.08 Earths,15.197,2014
Kepler-246 c,2042,2.86 Earths,15.197,2014
Kepler-247 b,2165,3.33 Earths,15.199,2014
Kepler-247 c,2165,15.7 Earths,15.199,2014
Kepler-247 d,2165,14.7 Earths,15.199,2014
Kepler-248 b,2410,9.38 Earths,15.506,2014
Kepler-248 c,2410,15.6 Earths,15.506,2014
Kepler-249 b,621,1.32 Earths,16.37,2014
Kepler-249 c,621,2.89 Earths,16.37,2014
Kepler-249 d,621,3.09 Earths,16.37,2014
Kepler-24 b,3774,1.6 Jupiters,15.04,2011
Kepler-24 c,3774,1.6 Jupiters,15.04,2011
Kepler-24 d,3774,3.43 Earths,15.04,2014
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.24 Earths,14.284,2014
Kepler-167 c,1115,3.01 Earths,14.284,2014
Kepler-167 d,1115,1.83 Earths,14.284,2016
Kepler-167 e,1115,0.231 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.24 Earths,14.284,2014
Kepler-167 c,1115,3.01 Earths,14.284,2014
Kepler-167 d,1115,1.83 Earths,14.284,2016
Kepler-167 e,1115,0.231 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1668 b,4357,17.4 Earths,15.792,2020
Kepler-1669 b,1773,8.15 Earths,16.473,2020
Kepler-1669 c,1773,4.27 Earths,16.473,2021
Kepler-166 b,1969,5.77 Earths,14.857,2014
Kepler-166 c,1969,6.26 Earths,14.857,2014
Kepler-166 d,1969,3.64 Earths,14.857,2016
Kepler-1670 b,6739,11.2 Earths,15.743,2020
Kepler-1671 b,1165,2.32 Earths,13.439,2020
Kepler-1672 b,1276,9.11 Earths,12.548,2020
Kepler-1673 b,2372,8.93 Earths,13.783,2020
Kepler-1674 b,3303,10.4 Earths,15.697,2020
Kepler-1675 b,2124,9.93 Earths,13.672,2020
Kepler-1676 b,,11.3 Earths,13.485,2020
Kepler-1677 b,2399,7.76 Earths,13.806,2020
Kepler-1678 b,2764,10.9 Earths,15.02,2020
Kepler-1679 b,2966,4.93 Earths,15.327,2020
Kepler-167 b,1115,3.24 Earths,14.284,2014
Kepler-167 c,1115,3.01 Earths,14.284,2014
Kepler-167 d,1115,1.83 Earths,14.284,2016
Kepler-167 e,1115,0.231 Jupiters,14.284,2016
Kepler-1680 b,1012,2.42 Earths,13.85,2020
Kepler-1681 b,2474,7.05 Earths,14.646,2020
Kepler-1682 b,3783,8.7 Earths,15.907,2020
Kepler-1683 b,2392,4.17 Earths,14.962,2020
Kepler-1684 b,2029,8.6 Earths,15.951,2020
Kepler-1723 b,2646,8.65 Earths,14.383,2021
Kepler-1724 b,3460,8.43 Earths,14.961,2021
Kepler-1725 b,1822,8.31 Earths,13.153,2021
Kepler-1726 b,1274,6.84 Earths,13.851,2021
Kepler-1727 b,2917,10.2 Earths,15.751,2021
Kepler-1728 b,2126,9.04 Earths,15.279,2021
Kepler-1729 b,1880,14.4 Earths,15.676,2021
Kepler-172 b,2703,6.12 Earths,14.703,2014
Kepler-172 c,2703,8.55 Earths,14.703,2014
Kepler-172 d,2703,5.69 Earths,14.703,2014
Kepler-172 e,2703,8.05 Earths,14.703,2014
Kepler-1730 b,4655,18.4 Earths,15.478,2021
Kepler-1731 b,554,8.92 Earths,12.742,2021
Kepler-1732 b,4206,15.7 Earths,14.884,2021
Kepler-1733 b,6787,12.8 Earths,15.612,2021
Kepler-1734 b,4837,9.74 Earths,15.598,2021
Kepler-1735 b,800,1.84 Earths,15.896,2021
Kepler-1736 b,4665,14.3 Earths,14.808,2021
Kepler-1737 b,,25.1 Earths,15.498,2021
Kepler-1738 b,4250,8.37 Earths,15.649,2021
Kepler-1739 b,2556,6.48 Earths,14.899,2021
Kepler-173 b,2718,2.21 Earths,14.357,2014
Kepler-173 c,2718,6.48 Earths,14.357,2014
Kepler-1740 b,3463,11 Earths,15.454,2021
Kepler-1741 b,883,2.16 Earths,16.154,2021
Kepler-1742 b,2184,5.38 Earths,14.512,2021
Kepler-1743 b,1758,3.18 Earths,12.062,2021
Kepler-1744 b,3561,13.6 Earths,15.566,2021
Kepler-1745 b,3249,4.38 Earths,14.854,2021
Kepler-1746 b,3195,0.186 Jupiters,13.572,2021
Kepler-1747 b,4310,16.8 Earths,16.1966,2021
Kepler-1748 b,3534,7.81 Earths,16.004,2021
Kepler-1749 b,875,3.23 Earths,14.95,2021
Kepler-174 b,1255,4.5 Earths,14.53,2014
Kepler-174 c,1255,2.83 Earths,14.53,2014
Kepler-174 d,1255,5.43 Earths,14.53,2014
Kepler-1750 b,4884,30.1 Earths,15.702,2021
Kepler-1751 b,4213,3.98 Earths,15.455,2021
Kepler-1752 b,3141,18.7 Earths,16.0249,2021
Kepler-1753 b,2308,5.59 Earths,15.59,2021
Kepler-1754 b,2345,6.53 Earths,16.007,2021
Kepler-1755 b,3205,29.4 Earths,14.544,2021
Kepler-1756 b,,2.77 Earths,15.736,2021
Kepler-1757 b,2633,8.99 Earths,15.817,2021
Kepler-1758 b,5181,7.13 Earths,15.119,2021
Kepler-1759 b,1257,0.676 Earths,14.532,2021
Kepler-175 b,4281,7.08 Earths,15.225,2014
Kepler-175 c,4281,9.8 Earths,15.225,2014
Kepler-1760 b,,5.86 Earths,14.472,2021
Kepler-1761 b,722,2.51 Earths,15.619,2021
Kepler-1762 b,5427,8.05 Earths,15.239,2021
Kepler-1763 b,2468,1.59 Earths,13.634,2021
Kepler-1764 b,5032,18.8 Earths,14.91,2021
Kepler-1765 b,2494,6.78 Earths,15.04,2021
Kepler-1766 b,1635,5.81 Earths,12.96,2021
Kepler-1767 b,2676,9.34 Earths,16.206,2021
Kepler-1768 b,2064,5.62 Earths,13.565,2021
Kepler-1769 b,1430,18.2 Earths,12.487,2021
Kepler-176 b,1720,2.63 Earths,14.767,2014
Kepler-176 c,1720,23 Earths,14.767,2014
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-176 e,1720,2.7 Earths,14.767,2016
Kepler-1770 b,1902,8.45 Earths,14.418,2021
Kepler-1771 b,1845,15.5 Earths,13.802,2021
Kepler-1772 b,2843,7.68 Earths,13.546,2021
Kepler-1773 b,2222,12.1 Earths,13.085,2021
Kepler-1774 b,2664,10.2 Earths,14.02,2021
Kepler-1775 b,2143,12.9 Earths,13.429,2021
Kepler-1776 b,2252,7.33 Earths,13.68,2021
Kepler-1777 b,2020,5.19 Earths,14.112,2021
Kepler-1778 b,4163,9.36 Earths,15.273,2021
Kepler-1779 b,2964,9.44 Earths,15.132,2021
Kepler-177 b,4682,5.84 Earths,15.171,2013
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-1780 b,2579,12.7 Earths,14.907,2021
Kepler-1762 b,5427,8.05 Earths,15.239,2021
Kepler-1763 b,2468,1.59 Earths,13.634,2021
Kepler-1764 b,5032,18.8 Earths,14.91,2021
Kepler-1765 b,2494,6.78 Earths,15.04,2021
Kepler-1766 b,1635,5.81 Earths,12.96,2021
Kepler-1767 b,2676,9.34 Earths,16.206,2021
Kepler-1768 b,2064,5.62 Earths,13.565,2021
Kepler-1769 b,1430,18.2 Earths,12.487,2021
Kepler-176 b,1720,2.63 Earths,14.767,2014
Kepler-176 c,1720,23 Earths,14.767,2014
Kepler-176 d,1720,15.2 Earths,14.767,2014
Kepler-176 e,1720,2.7 Earths,14.767,2016
Kepler-1770 b,1902,8.45 Earths,14.418,2021
Kepler-1771 b,1845,15.5 Earths,13.802,2021
Kepler-1772 b,2843,7.68 Earths,13.546,2021
Kepler-1773 b,2222,12.1 Earths,13.085,2021
Kepler-1774 b,2664,10.2 Earths,14.02,2021
Kepler-1775 b,2143,12.9 Earths,13.429,2021
Kepler-1776 b,2252,7.33 Earths,13.68,2021
Kepler-1777 b,2020,5.19 Earths,14.112,2021
Kepler-1778 b,4163,9.36 Earths,15.273,2021
Kepler-1779 b,2964,9.44 Earths,15.132,2021
Kepler-177 b,4682,5.84 Earths,15.171,2013
Kepler-177 c,4682,14.7 Earths,15.171,2013
Kepler-1780 b,2579,12.7 Earths,14.907,2021
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1800 b,1143,0.961 Earths,13.194,2021
Kepler-1801 b,2738,7.8 Earths,15.28,2021
Kepler-1802 b,2077,3.43 Earths,15.905,2021
Kepler-1802 c,2077,6 Earths,15.905,2021
Kepler-1804 b,1417,3.18 Earths,14.679,2021
Kepler-1805 b,723,3 Earths,15.536,2021
Kepler-1806 b,3190,6.15 Earths,16.173,2021
Kepler-1807 b,4238,7.77 Earths,14.127,2021
Kepler-1808 b,3334,9.4 Earths,15.424,2021
Kepler-1809 b,1336,2.9 Earths,14.271,2021
Kepler-180 b,2269,2.86 Earths,14.488,2014
Kepler-180 c,2269,9.32 Earths,14.488,2014
Kepler-1810 b,3294,14.6 Earths,15.4,2021
Kepler-1811 b,4536,14.1 Earths,15.327,2021
Kepler-1812 b,4597,6.01 Earths,15.631,2021
Kepler-1813 b,,2.58 Earths,15.639,2021
Kepler-1814 b,2369,6.21 Earths,15.814,2021
Kepler-1815 b,3284,7.99 Earths,15.621,2021
Kepler-1816 b,1428,4.53 Earths,14.734,2021
Kepler-1817 b,2442,5.79 Earths,15.346,2021
Kepler-1818 b,3375,3.58 Earths,14.514,2021
Kepler-1819 b,4447,14.5 Earths,15.489,2021
Kepler-181 b,1987,2.15 Earths,14.854,2014
Kepler-181 c,1987,4.62 Earths,14.854,2014
Kepler-1820 b,4650,9.9 Earths,15.759,2021
Kepler-1842 b,3013,6.14 Earths,14.746,2021
Kepler-1843 b,2559,7.8 Earths,13.086,2021
Kepler-1844 b,5886,9.46 Earths,15.995,2021
Kepler-1845 b,2318,6.52 Earths,16.117,2021
Kepler-1846 b,1222,3.76 Earths,14.412,2021
Kepler-1847 b,5525,7.97 Earths,16.027,2021
Kepler-1848 b,1010,2.57 Earths,13.887,2021
Kepler-1849 b,2061,6.29 Earths,15.997,2021
Kepler-184 b,1991,6.17 Earths,14.42,2014
Kepler-184 c,1991,8.8 Earths,14.42,2014
Kepler-184 d,1991,6.76 Earths,14.42,2014
Kepler-1850 b,816,0.313 Earths,14.44,2021
Kepler-1851 b,5186,14.5 Earths,15.699,2021
Kepler-1852 b,2520,4.22 Earths,15.726,2021
Kepler-1853 b,1834,2.92 Earths,15.229,2021
Kepler-1854 b,1381,7.21 Earths,14.381,2021
Kepler-1855 b,,1.96 Earths,16.556,2021
Kepler-1856 b,2769,3.66 Earths,15.621,2021
Kepler-1857 b,2783,4.5 Earths,14.36,2021
Kepler-1858 b,2717,6.44 Earths,15.959,2021
Kepler-1859 b,4343,3.13 Earths,15.178,2021
Kepler-185 b,1522,1.71 Earths,14.562,2014
Kepler-185 c,1522,4.74 Earths,14.562,2014
Kepler-1860 b,1431,1.55 Earths,13.569,2021
Kepler-1861 b,2707,5.5 Earths,13.709,2021
Kepler-1862 b,4019,5.49 Earths,15.847,2021
Kepler-1863 b,2823,5.74 Earths,13.64,2021
Kepler-1864 b,975,0.353 Earths,12.123,2021
Kepler-1865 b,3008,3.11 Earths,15.468,2021
Kepler-1866 b,3186,4.99 Earths,14.418,2021
Kepler-1867 b,2220,1.65 Earths,13.549,2021
Kepler-1868 b,894,10.1 Earths,14.157,2021
Kepler-1869 b,369,1.46 Earths,10.31,2021
Kepler-186 b,579,1.24 Earths,15.138,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-186 d,579,2.54 Earths,15.138,2014
Kepler-186 e,579,2.15 Earths,15.138,2014
Kepler-186 f,579,1.71 Earths,15.138,2014
Kepler-1870 b,1328,5.07 Earths,13.566,2021
Kepler-1871 b,2788,6.44 Earths,14.822,2021
Kepler-1872 b,2741,6.28 Earths,15.966,2021
Kepler-1873 b,2678,3.28 Earths,15.889,2021
Kepler-1874 b,1331,5.52 Earths,15.434,2021
Kepler-1875 b,5416,10.5 Earths,15.201,2021
Kepler-1876 b,848,0.905 Earths,10.793,2021
Kepler-1877 b,931,0.179 Earths,12.29,2021
Kepler-1878 b,4874,8.86 Earths,15.587,2021
Kepler-1879 b,2046,4.92 Earths,12.825,2021
Kepler-187 b,3728,2.57 Earths,14.297,2014
Kepler-187 c,3728,7.61 Earths,14.297,2014
Kepler-1862 b,4019,5.49 Earths,15.847,2021
Kepler-1863 b,2823,5.74 Earths,13.64,2021
Kepler-1864 b,975,0.353 Earths,12.123,2021
Kepler-1865 b,3008,3.11 Earths,15.468,2021
Kepler-1866 b,3186,4.99 Earths,14.418,2021
Kepler-1867 b,2220,1.65 Earths,13.549,2021
Kepler-1868 b,894,10.1 Earths,14.157,2021
Kepler-1869 b,369,1.46 Earths,10.31,2021
Kepler-186 b,579,1.24 Earths,15.138,2014
Kepler-186 c,579,2.1 Earths,15.138,2014
Kepler-186 d,579,2.54 Earths,15.138,2014
Kepler-186 e,579,2.15 Earths,15.138,2014
Kepler-186 f,579,1.71 Earths,15.138,2014
Kepler-1870 b,1328,5.07 Earths,13.566,2021
Kepler-1871 b,2788,6.44 Earths,14.822,2021
Kepler-1872 b,2741,6.28 Earths,15.966,2021
Kepler-1873 b,2678,3.28 Earths,15.889,2021
Kepler-1874 b,1331,5.52 Earths,15.434,2021
Kepler-1875 b,5416,10.5 Earths,15.201,2021
Kepler-1876 b,848,0.905 Earths,10.793,2021
Kepler-1877 b,931,0.179 Earths,12.29,2021
Kepler-1878 b,4874,8.86 Earths,15.587,2021
Kepler-1879 b,2046,4.92 Earths,12.825,2021
Kepler-187 b,3728,2.57 Earths,14.297,2014
Kepler-187 c,3728,7.61 Earths,14.297,2014
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-1900 b,5025,3.27 Earths,15.502,2021
Kepler-1901 b,3355,2.77 Earths,15.097,2021
Kepler-1902 b,1123,1.74 Earths,16.113,2021
Kepler-1903 b,5791,5.85 Earths,15.456,2021
Kepler-1904 b,884,2.51 Earths,16.367,2021
Kepler-1905 b,3430,2.69 Earths,15.086,2021
Kepler-1906 b,4438,8.13 Earths,15.322,2021
Kepler-1907 b,953,0.589 Earths,13.989,2021
Kepler-1907 c,953,1.63 Earths,13.989,2021
Kepler-1909 b,2491,1.33 Earths,15.933,2021
Kepler-190 b,1414,3.05 Earths,14.336,2014
Kepler-190 c,1414,2.73 Earths,14.336,2014
Kepler-1910 b,,1.78 Earths,16.092,2021
Kepler-1911 b,880,1.01 Earths,12.245,2021
Kepler-1912 b,969,2.41 Earths,12.36,2021
Kepler-1913 b,2858,2.92 Earths,14.814,2021
Kepler-1914 b,5290,8.97 Earths,15.911,2021
Kepler-1915 b,4941,10.4 Earths,16.261,2021
Kepler-1916 b,6706,7.35 Earths,15.779,2021
Kepler-1917 b,2965,4.23 Earths,15.474,2021
Kepler-1918 b,3360,5.89 Earths,15.533,2021
Kepler-1919 b,3841,7.38 Earths,16.161,2021
Kepler-191 b,1939,2.36 Earths,14.987,2014
Kepler-18 c,1413,17.3 Earths,13.771,2011
Kepler-18 d,1413,16.4 Earths,13.771,2011
Kepler-1900 b,5025,3.27 Earths,15.502,2021
Kepler-1901 b,3355,2.77 Earths,15.097,2021
Kepler-1902 b,1123,1.74 Earths,16.113,2021
Kepler-1903 b,5791,5.85 Earths,15.456,2021
